gene_name,gene_length,nucleotide_overlap,median_coverage,mean_coverage,reads_mapped,num_nts_in_reads
seri:SERIO_v1c00420,678,150,0.0,0.21976401179941002,1,150
seri:SERIO_v1c08620,1371,150,0.0,0.10867979576951131,1,150
seri:SERIO_v1c09220,978,150,0.0,0.1523517382413088,1,150
seri:SERIO_v1c08350,654,150,0.0,0.22782874617737003,1,150
seri:SERIO_v1c02140,1884,130,0.0,0.06847133757961783,1,130
seri:SERIO_v1c05010,552,165,0.0,0.29528985507246375,2,165
seri:SERIO_v1c10620,1212,150,0.0,0.12293729372937294,1,150
seri:SERIO_v1c06910,2145,150,0.0,0.06946386946386947,1,150
seri:SERIO_v1c03790,2535,150,0.0,0.058777120315581854,1,150
seri:SERIO_v1c03030,642,150,0.0,0.23208722741433022,1,150
seri:SERIO_v1c03860,2808,150,0.0,0.053062678062678066,1,150
seri:SERIO_v1c03200,936,150,0.0,0.15918803418803418,1,150
seri:SERIO_v1c09620,963,150,0.0,0.15472481827622014,1,150
seri:SERIO_v1c00360,4008,150,0.0,0.03717564870259481,1,150
seri:SERIO_v1c11290,1731,118,0.0,0.06759098786828423,1,118
seri:SERIO_v1c03420,990,150,0.0,0.1505050505050505,1,150
seri:SERIO_v1c08930,1377,150,0.0,0.10820624546114742,1,150
seri:SERIO_v1c07670,1038,150,0.0,0.14354527938342967,1,150
seri:SERIO_v1c08900,1200,77,0.0,0.06333333333333334,1,77
seri:SERIO_v1c00030,1923,150,0.0,0.07748309932397296,1,150
seri:SERIO_v1r030,1508,150,0.0,0.09880636604774536,1,150
seri:SERIO_v1c09210,936,150,0.0,0.15918803418803418,1,150
seri:SERIO_v1c02850,306,120,0.0,0.3888888888888889,1,120
seri:SERIO_v1c04270,912,150,0.0,0.16337719298245615,1,150
seri:SERIO_v1c09830,972,150,0.0,0.15329218106995884,1,150
micg:GJV80_17105,2490,120,0.0,0.04779116465863454,1,120
micg:GJV80_17820,5394,150,0.0,0.027623285131627734,1,150
micg:GJV80_14110,1137,150,0.0,0.1310466138962181,1,150
micg:GJV80_15200,765,4,0.0,0.00392156862745098,1,4
hix:NTHI723_00393,2610,150,0.0,0.057088122605363986,1,150
hix:NTHI723_00450,882,150,0.0,0.1689342403628118,1,150
hix:NTHI723_01007,3897,450,0.0,0.1147036181678214,3,450
hix:NTHI723_00018,855,150,0.0,0.1742690058479532,1,150
hix:NTHI723_00405,543,150,0.0,0.27440147329650094,1,150
hix:NTHI723_01038,1032,150,0.0,0.14437984496124032,1,150
hix:NTHI723_00761,1092,150,0.0,0.13644688644688643,1,150
hix:NTHI723_01314,525,150,0.0,0.2838095238095238,1,150
hix:NTHI723_01809,1650,150,0.0,0.0903030303030303,1,150
hix:NTHI723_01262,1545,150,0.0,0.0964401294498382,1,150
hix:NTHI723_00701,1026,150,0.0,0.145224171539961,1,150
hix:NTHI723_00907,1983,150,0.0,0.0751386787695411,1,150
hix:NTHI723_01511,606,130,0.0,0.21287128712871287,1,130
hix:NTHI723_00306,3477,220,0.0,0.08570606844981306,2,300
hix:NTHI723_00922,3480,300,0.0,0.08563218390804597,2,300
hix:NTHI723_01435,2145,300,0.0,0.13892773892773894,2,300
hix:NTHI723_01404,2169,150,0.0,0.06869525126786538,1,150
hix:NTHI723_00226,1674,300,0.0,0.17801672640382318,2,300
hix:NTHI723_00769,1017,150,0.0,0.14650934119960668,1,150
hix:NTHI723_00199,1278,150,0.0,0.11658841940532082,1,150
hix:NTHI723_00784,1011,150,0.0,0.14737883283877348,1,150
hix:NTHI723_00081,1923,150,0.0,0.07748309932397296,1,150
hix:NTHI723_01183,918,150,0.0,0.16230936819172112,1,150
hix:NTHI723_01727,3112,73,0.0,0.02313624678663239,1,73
hix:NTHI723_00373,543,150,0.0,0.27440147329650094,1,150
hix:NTHI723_01703,684,150,0.0,0.21783625730994152,1,150
hix:NTHI723_00798,882,73,0.0,0.08163265306122448,1,73
hix:NTHI723_00090,300,150,0.0,0.49666666666666665,1,150
hix:NTHI723_00643,450,64,0.0,0.14,1,64
hix:NTHI723_00365,1083,150,0.0,0.13758079409048937,1,150
hix:NTHI723_00950,579,150,0.0,0.25734024179620035,1,150
hix:NTHI723_01549,231,212,1.0,0.9090909090909091,2,212
hix:NTHI723_01579,513,151,0.0,0.580896686159844,2,300
hix:NTHI723_00781,465,20,0.0,0.04086021505376344,1,20
hix:NTHI723_00782,558,131,0.0,0.23297491039426524,1,131
hix:NTHI723_00944,1528,150,0.0,0.0975130890052356,1,150
hix:NTHI723_00492,1356,150,0.0,0.10988200589970501,1,150
hix:NTHI723_00042,909,300,0.0,0.3278327832783278,2,300
hix:NTHI723_01639,861,150,0.0,0.17305458768873402,1,150
hix:NTHI723_01767,915,109,0.0,0.1180327868852459,1,109
hix:NTHI723_00088,1440,150,0.0,0.10347222222222222,1,150
hix:NTHI723_00525,1530,150,0.0,0.09738562091503268,1,150
hix:NTHI723_00748,2349,150,0.0,0.06343124733929331,1,150
hix:NTHI723_01104,1377,150,0.0,0.10820624546114742,1,150
hix:NTHI723_00072,762,150,0.0,0.19553805774278216,1,150
hix:NTHI723_00362,2082,183,0.0,0.1431316042267051,2,300
hix:NTHI723_00039,2013,300,0.0,0.14803775459513163,2,300
hix:NTHI723_00346,1695,150,0.0,0.08790560471976401,1,150
hix:NTHI723_01759,1356,150,0.0,0.10988200589970501,1,150
hix:NTHI723_00347,552,150,0.0,0.26992753623188404,1,150
hix:NTHI723_01336,1278,150,0.0,0.11658841940532082,1,150
hix:NTHI723_01777,636,184,0.0,0.46855345911949686,2,300
hix:NTHI723_01640,2124,300,0.0,0.14030131826741996,2,300
hix:NTHI723_00326,1908,150,0.0,0.07809224318658281,1,150
hix:NTHI723_00422,966,150,0.0,0.15424430641821946,1,150
hix:NTHI723_00134,774,150,0.0,0.1925064599483204,1,150
hix:NTHI723_01491,363,150,0.0,0.41046831955922863,1,150
hix:NTHI723_00621,1365,150,0.0,0.10915750915750916,1,150
hix:NTHI723_01539,1344,150,0.0,0.11086309523809523,1,150
hix:NTHI723_00581,2166,300,0.0,0.13758079409048937,2,300
hix:NTHI723_00420,1413,150,0.0,0.10544939844302902,1,150
hix:NTHI723_01054,2019,300,0.0,0.14759782070331848,2,300
hix:NTHI723_00040,1221,300,0.0,0.24406224406224405,2,300
hix:NTHI723_00358,639,135,0.0,0.20970266040688576,1,135
hix:NTHI723_01325,879,150,0.0,0.1695108077360637,1,150
hix:NTHI723_01234,783,147,0.0,0.18646232439335889,1,147
hix:NTHI723_01562,813,150,0.0,0.18327183271832717,1,150
hix:NTHI723_00767,1758,300,0.0,0.1695108077360637,2,300
hix:NTHI723_01298,552,131,0.0,0.23550724637681159,1,131
hix:NTHI723_01211,429,150,0.0,0.3473193473193473,1,150
hix:NTHI723_00941,3114,300,0.0,0.09569685292228645,2,300
hix:NTHI723_00847,1224,150,0.0,0.12173202614379085,1,150
hix:NTHI723_00624,5436,134,0.0,0.02446651949963208,1,134
hix:NTHI723_01174,789,150,0.0,0.1888466413181242,1,150
hix:NTHI723_00200,1422,300,0.0,0.20956399437412096,2,300
hix:NTHI723_00807,987,18,0.0,0.017223910840932118,1,18
hix:NTHI723_00808,621,101,0.0,0.1610305958132045,1,101
hix:NTHI723_00095,495,150,0.0,0.301010101010101,1,150
hix:NTHI723_01623,2448,150,0.0,0.060866013071895424,1,150
hix:NTHI723_01830,738,150,0.0,0.2018970189701897,1,150
hix:NTHI723_00723,1248,65,0.0,0.05128205128205128,1,65
hix:NTHI723_00779,1782,300,0.0,0.16722783389450055,2,300
hix:NTHI723_00034,1848,150,0.0,0.08062770562770563,1,150
hix:NTHI723_01852,543,150,0.0,0.27440147329650094,1,150
hix:NTHI723_00654,1176,150,0.0,0.12670068027210885,1,150
hix:NTHI723_01450,2832,131,0.0,0.04590395480225989,1,131
hix:NTHI723_00669,1119,300,0.0,0.26630920464700625,2,300
hix:NTHI723_01399,387,150,0.0,0.3850129198966408,1,150
hix:NTHI723_00094,1338,150,0.0,0.11136023916292975,1,150
hix:NTHI723_01665,1272,150,0.0,0.11713836477987422,1,150
hix:NTHI723_00117,1878,252,0.0,0.15867944621938232,2,300
hix:NTHI723_00634,300,150,0.0,0.49666666666666665,1,150
hix:NTHI723_00487,1761,150,0.0,0.08461101646791595,1,150
hix:NTHI723_00222,1977,150,0.0,0.0753667172483561,1,150
hix:NTHI723_01102,957,150,0.0,0.15569487983281086,1,150
hix:NTHI723_00474,582,136,0.0,0.23195876288659795,1,136
hix:NTHI723_01512,783,75,0.0,0.09450830140485313,1,75
hix:NTHI723_01522,1440,53,0.0,0.03611111111111111,1,53
hix:NTHI723_00978,1464,150,0.0,0.10177595628415301,1,150
hix:NTHI723_00448,1074,150,0.0,0.1387337057728119,1,150
hix:NTHI723_00518,1626,150,0.0,0.09163591635916359,1,150
hix:NTHI723_00705,1857,150,0.0,0.08023694130317717,1,150
hix:NTHI723_01430,1704,150,0.0,0.08744131455399061,1,150
hix:NTHI723_00080,3636,150,0.0,0.04097909790979098,1,150
hix:NTHI723_01180,4251,150,0.0,0.03505057633498,1,150
hix:NTHI723_01369,474,150,0.0,0.3143459915611814,1,150
hix:NTHI723_00508,1314,150,0.0,0.11339421613394216,1,150
hix:NTHI723_01717,1020,150,0.0,0.14607843137254903,1,150
hix:NTHI723_00686,909,150,0.0,0.1639163916391639,1,150
hix:NTHI723_01458,1851,150,0.0,0.08049702863317126,1,150
hix:NTHI723_00424,1050,216,0.0,0.2038095238095238,2,216
hix:NTHI723_00974,3114,450,0.0,0.14354527938342967,3,450
hix:NTHI723_00506,1056,238,0.0,0.22348484848484848,2,238
hix:NTHI723_00507,1185,51,0.0,0.04219409282700422,1,51
hix:NTHI723_00024,783,150,0.0,0.19029374201787994,1,150
hix:NTHI723_01017,1692,150,0.0,0.08806146572104019,1,150
hix:NTHI723_00223,2193,300,0.0,0.13588691290469676,2,300
hix:NTHI723_00843,582,150,0.0,0.25601374570446733,1,150
hix:NTHI723_01822,897,150,0.0,0.16610925306577481,1,150
hix:NTHI723_01140,543,57,0.0,0.10313075506445672,1,57
hix:NTHI723_00423,888,81,0.0,0.09009009009009009,1,81
hix:NTHI723_00763,618,150,0.0,0.24110032362459546,1,150
hix:NTHI723_00499,1158,16,0.0,0.012953367875647668,1,16
hix:NTHI723_00500,918,8,0.0,0.007625272331154684,1,8
hix:NTHI723_01451,4176,300,0.0,0.07136015325670499,2,300
hix:NTHI723_00212,2781,145,0.0,0.05177993527508091,1,145
hix:NTHI723_01229,540,150,0.0,0.2759259259259259,1,150
hix:NTHI723_01161,1872,150,0.0,0.07959401709401709,1,150
hix:NTHI723_01524,855,32,0.0,0.03625730994152047,1,32
hix:NTHI723_01553,888,150,0.0,0.1677927927927928,1,150
hix:NTHI723_01362,690,90,0.0,0.1289855072463768,1,90
hix:NTHI723_00545,1947,150,0.0,0.07652799178222908,1,150
hix:NTHI723_00799,1617,150,0.0,0.09214594928880643,1,150
hix:NTHI723_01170,1080,150,0.0,0.13796296296296295,1,150
hix:NTHI723_00478,1089,150,0.0,0.13682277318640956,1,150
hix:NTHI723_01448,795,150,0.0,0.18742138364779873,1,150
hix:NTHI723_00220,1431,150,0.0,0.10412299091544375,1,150
hix:NTHI723_00282,519,150,0.0,0.28709055876685935,1,150
hix:NTHI723_01795,1341,150,0.0,0.1111111111111111,1,150
hix:NTHI723_01178,690,150,0.0,0.21594202898550724,1,150
hix:NTHI723_01162,1782,150,0.0,0.08361391694725027,1,150
hix:NTHI723_01698,1425,300,0.0,0.20912280701754385,2,300
hix:NTHI723_01697,1440,150,0.0,0.10347222222222222,1,150
hix:NTHI723_00988,1299,150,0.0,0.1147036181678214,1,150
hix:NTHI723_01597,630,150,0.0,0.2365079365079365,1,150
hix:NTHI723_00559,774,150,0.0,0.1925064599483204,1,150
hix:NTHI723_01124,618,194,0.0,0.3106796116504854,2,194
hix:NTHI723_00737,258,150,1.0,0.5775193798449613,1,150
hix:NTHI723_01735,1980,150,0.0,0.07525252525252525,1,150
hix:NTHI723_01785,666,150,0.0,0.22372372372372373,1,150
hix:NTHI723_00136,86,77,1.0,0.8837209302325582,1,77
hix:NTHI723_00502,1278,102,0.0,0.07902973395931143,1,102
hix:NTHI723_00572,678,1,0.0,0.0,1,1
hix:NTHI723_00573,966,150,0.0,0.15424430641821946,1,150
hix:NTHI723_00998,1419,150,0.0,0.10500352360817478,1,150
hix:NTHI723_00592,612,150,0.0,0.2434640522875817,1,150
hix:NTHI723_01764,2271,28,0.0,0.011889035667107,1,28
hix:NTHI723_00740,423,150,0.0,0.35224586288416077,1,150
hix:NTHI723_01032,435,31,0.0,0.06896551724137931,1,31
hix:NTHI723_01542,1371,150,0.0,0.10867979576951131,1,150
hix:NTHI723_00204,735,150,0.0,0.20272108843537415,1,150
hix:NTHI723_01286,1356,150,0.0,0.10988200589970501,1,150
hix:NTHI723_00538,987,150,0.0,0.15096251266464034,1,150
hix:NTHI723_01515,1350,150,0.0,0.11037037037037037,1,150
hix:NTHI723_00389,1188,150,0.0,0.12542087542087543,1,150
hix:NTHI723_00333,2067,150,0.0,0.07208514755684567,1,150
hix:NTHI723_01125,489,50,0.0,0.10020449897750511,1,50
hix:NTHI723_00330,1698,150,0.0,0.08775029446407538,1,150
hix:NTHI723_00600,948,150,0.0,0.1571729957805907,1,150
hix:NTHI723_00836,654,95,0.0,0.1437308868501529,1,95
hix:NTHI723_00837,666,45,0.0,0.06606606606606606,1,45
hix:NTHI723_01655,1764,150,0.0,0.0844671201814059,1,150
hix:NTHI723_01594,3114,150,0.0,0.04784842646114323,1,150
hix:NTHI723_00430,2733,150,0.0,0.05451884376143432,1,150
hix:NTHI723_00990,309,97,0.0,0.3106796116504854,1,97
hix:NTHI723_01494,726,150,0.0,0.20523415977961432,1,150
hix:NTHI723_00793,426,150,0.0,0.34976525821596244,1,150
hix:NTHI723_01806,465,150,0.0,0.3204301075268817,1,150
hix:NTHI723_00461,888,150,0.0,0.1677927927927928,1,150
hix:NTHI723_01058,1116,150,0.0,0.1335125448028674,1,150
hix:NTHI723_01164,1029,150,0.0,0.14480077745383868,1,150
hix:NTHI723_00668,1023,150,0.0,0.14565004887585534,1,150
hix:NTHI723_00918,1323,150,0.0,0.1126228269085412,1,150
hix:NTHI723_01654,2367,150,0.0,0.06294888043937473,1,150
cwo:Cwoe_0798,1929,150,0.0,0.07724209434940384,1,150
cwo:Cwoe_3882,1650,275,0.0,0.1806060606060606,2,300
cwo:Cwoe_2635,1425,150,0.0,0.10456140350877192,1,150
cwo:Cwoe_4910,840,100,0.0,0.11785714285714285,1,100
cwo:Cwoe_4911,1011,43,0.0,0.04154302670623145,1,43
cwo:Cwoe_0566,2001,61,0.0,0.029985007496251874,1,61
cwo:Cwoe_0567,1101,54,0.0,0.048138056312443236,1,54
cwo:Cwoe_2038,921,150,0.0,0.16178067318132464,1,150
cwo:Cwoe_1721,2313,11,0.0,0.00432338953739732,1,11
cwo:Cwoe_2818,2235,300,0.0,0.13333333333333333,2,300
cwo:Cwoe_0658,978,150,0.0,0.1523517382413088,1,150
cwo:Cwoe_2550,2457,150,0.0,0.060643060643060645,1,150
cwo:Cwoe_4293,693,150,0.0,0.215007215007215,1,150
cwo:Cwoe_1040,276,85,0.0,0.30434782608695654,1,85
cwo:Cwoe_1532,1041,150,0.0,0.1431316042267051,1,150
cwo:Cwoe_1686,1119,150,0.0,0.13315460232350312,1,150
cwo:Cwoe_4766,804,134,0.0,0.1654228855721393,1,134
cwo:Cwoe_2309,1932,150,0.0,0.07712215320910973,1,150
cwo:Cwoe_2418,756,150,0.0,0.1970899470899471,1,150
cwo:Cwoe_5775,852,150,0.0,0.17488262910798122,1,150
cwo:Cwoe_3201,1344,450,0.0,0.3325892857142857,3,450
cwo:Cwoe_4194,957,150,0.0,0.15569487983281086,1,150
cwo:Cwoe_2978,948,114,0.0,0.11919831223628692,1,114
cwo:Cwoe_2979,1776,40,0.0,0.02195945945945946,1,40
cwo:Cwoe_1055,1512,150,0.0,0.09854497354497355,1,150
cwo:Cwoe_4839,951,150,0.0,0.15667718191377497,1,150
cwo:Cwoe_4942,1020,150,0.0,0.14607843137254903,1,150
cwo:Cwoe_0422,1020,150,0.0,0.14607843137254903,1,150
cwo:Cwoe_3682,255,137,1.0,0.5333333333333333,1,137
cwo:Cwoe_5947,930,150,0.0,0.16021505376344086,1,150
cwo:Cwoe_3373,3399,150,0.0,0.043836422477199176,1,150
cwo:Cwoe_0818,1278,150,0.0,0.11658841940532082,1,150
cwo:Cwoe_3810,777,150,0.0,0.19176319176319176,1,150
cwo:Cwoe_5084,996,150,0.0,0.1495983935742972,1,150
cwo:Cwoe_5885,993,150,0.0,0.1500503524672709,1,150
cwo:Cwoe_3181,1017,150,0.0,0.14650934119960668,1,150
cwo:Cwoe_3663,2073,150,0.0,0.07187650747708635,1,150
cwo:Cwoe_0649,1887,150,0.0,0.0789613142554319,1,150
cwo:Cwoe_2245,1440,150,0.0,0.10347222222222222,1,150
cwo:Cwoe_2851,903,150,0.0,0.16500553709856036,1,150
cwo:Cwoe_5285,1113,150,0.0,0.13387241689128482,1,150
cwo:Cwoe_2120,1344,150,0.0,0.11086309523809523,1,150
cwo:Cwoe_3433,993,150,0.0,0.1500503524672709,1,150
cwo:Cwoe_4017,1545,150,0.0,0.0964401294498382,1,150
cwo:Cwoe_3389,1773,150,0.0,0.08403835307388607,1,150
cwo:Cwoe_5506,1287,150,0.0,0.11577311577311578,1,150
cwo:Cwoe_5042,876,150,0.0,0.17009132420091325,1,150
cwo:Cwoe_5043,951,2,0.0,0.0010515247108307045,1,2
cwo:Cwoe_3196,495,7,0.0,0.012121212121212121,1,7
cwo:Cwoe_3197,987,128,0.0,0.1286727456940223,1,128
cwo:Cwoe_0032,1428,150,0.0,0.10434173669467788,1,150
cwo:Cwoe_2875,2037,150,0.0,0.07314678448699068,1,150
cwo:Cwoe_5931,1086,150,0.0,0.13720073664825047,1,150
cwo:Cwoe_1628,2766,150,0.0,0.05386840202458424,1,150
cwo:Cwoe_5854,1323,150,0.0,0.1126228269085412,1,150
cwo:Cwoe_2358,651,5,0.0,0.006144393241167435,1,5
cwo:Cwoe_0076,798,122,0.0,0.15162907268170425,1,122
cwo:Cwoe_2186,534,150,0.0,0.27902621722846443,1,150
cwo:Cwoe_4979,1662,150,0.0,0.08965102286401926,1,150
cwo:Cwoe_1046,918,150,0.0,0.16230936819172112,1,150
cwo:Cwoe_4806,2604,150,0.0,0.057219662058371736,1,150
cwo:Cwoe_3214,2367,150,0.0,0.06294888043937473,1,150
cwo:Cwoe_0720,675,150,0.0,0.22074074074074074,1,150
cwo:Cwoe_3753,1539,150,0.0,0.096816114359974,1,150
cwo:Cwoe_2805,1485,150,0.0,0.10033670033670034,1,150
cwo:Cwoe_0647,1014,144,0.0,0.14102564102564102,1,144
cwo:Cwoe_0648,567,6,0.0,0.008818342151675485,1,6
cwo:Cwoe_0765,1338,150,0.0,0.11136023916292975,1,150
cwo:Cwoe_1097,1446,150,0.0,0.10304287690179806,1,150
cwo:Cwoe_3232,2286,150,0.0,0.06517935258092739,1,150
cwo:Cwoe_5623,729,150,0.0,0.20438957475994513,1,150
cwo:Cwoe_1157,534,150,0.0,0.27902621722846443,1,150
cwo:Cwoe_4011,735,150,0.0,0.20272108843537415,1,150
cwo:Cwoe_3357,468,150,0.0,0.31837606837606836,1,150
cwo:Cwoe_0724,2115,150,0.0,0.07044917257683216,1,150
cwo:Cwoe_1261,1449,150,0.0,0.1028295376121463,1,150
cwo:Cwoe_5379,747,150,0.0,0.1994645247657296,1,150
cwo:Cwoe_1594,891,14,0.0,0.014590347923681257,1,14
cwo:Cwoe_1595,1239,140,0.0,0.11218724778046812,1,140
cwo:Cwoe_2867,2655,150,0.0,0.05612052730696798,1,150
cwo:Cwoe_4515,549,49,0.0,0.08743169398907104,1,49
cwo:Cwoe_1613,2328,150,0.0,0.06400343642611683,1,150
cwo:Cwoe_1833,1659,150,0.0,0.08981314044605183,1,150
cwo:Cwoe_5298,1890,150,0.0,0.07883597883597884,1,150
cwo:Cwoe_4599,2913,150,0.0,0.05115001716443529,1,150
cwo:Cwoe_4903,1035,150,0.0,0.14396135265700483,1,150
cwo:Cwoe_5456,756,17,0.0,0.021164021164021163,1,17
cwo:Cwoe_0651,903,19,0.0,0.019933554817275746,1,19
cwo:Cwoe_0652,453,75,0.0,0.16335540838852097,1,75
cwo:Cwoe_4622,585,150,0.0,0.2547008547008547,1,150
cwo:Cwoe_5125,1383,150,0.0,0.10773680404916848,1,150
cwo:Cwoe_2724,2229,150,0.0,0.06684611933602512,1,150
cwo:Cwoe_4792,351,96,0.0,0.2706552706552707,1,96
cwo:Cwoe_0981,1035,150,0.0,0.14396135265700483,1,150
tsn:W908_06955,1980,264,0.0,0.13232323232323231,2,264
tsn:W908_05350,1557,150,0.0,0.09569685292228645,1,150
tsn:W908_04655,1362,270,0.0,0.19676945668135096,2,270
tsn:W908_00745,765,145,0.0,0.18823529411764706,1,145
tsn:W908_05450,1524,195,0.0,0.19553805774278216,2,300
tsn:W908_04660,453,176,0.0,0.3841059602649007,2,176
tsn:W908_00815,1242,163,0.0,0.12962962962962962,2,163
tsn:W908_00210,387,193,0.0,0.4935400516795866,2,193
tsn:W908_05715,1404,138,0.0,0.17307692307692307,2,245
tsn:W908_08055,2715,259,0.0,0.10976058931860037,2,300
tsn:W908_07645,2559,423,0.0,0.16412661195779601,3,423
tsn:W908_03905,879,150,0.0,0.1695108077360637,1,150
tsn:W908_01805,1419,150,0.0,0.10500352360817478,1,150
tsn:W908_01165,1926,150,0.0,0.07736240913811007,1,150
tsn:W908_03645,669,264,0.0,0.445440956651719,2,300
tsn:W908_06550,2169,150,0.0,0.06869525126786538,1,150
tsn:W908_03405,825,51,0.0,0.06060606060606061,1,51
tsn:W908_00820,1962,221,0.0,0.11162079510703364,2,221
tsn:W908_07075,1041,372,0.0,0.42939481268011526,3,450
tsn:W908_03670,1431,150,0.0,0.10412299091544375,1,150
tsn:W908_00480,1050,128,0.0,0.12095238095238095,1,128
tsn:W908_05905,1032,150,0.0,0.14437984496124032,1,150
tsn:W908_01965,921,150,0.0,0.16178067318132464,1,150
tsn:W908_05900,1845,168,0.0,0.08997289972899729,2,168
tsn:W908_07745,1158,150,0.0,0.12867012089810018,1,150
tsn:W908_04120,1308,276,0.0,0.20948012232415902,2,276
tsn:W908_01840,2241,150,0.0,0.06648817492190987,1,150
tsn:W908_07490,909,150,0.0,0.1639163916391639,1,150
tsn:W908_02270,4188,150,0.0,0.035577841451766956,1,150
tsn:W908_00810,669,150,0.0,0.2227204783258595,1,150
tsn:W908_00320,216,106,0.0,0.4861111111111111,1,106
tsn:W908_00325,354,48,0.0,0.1327683615819209,1,48
tsn:W908_06255,990,150,0.0,0.1505050505050505,1,150
tsn:W908_04745,2910,300,0.0,0.10240549828178694,2,300
tsn:W908_01050,1095,46,0.0,0.0410958904109589,1,46
tsn:W908_01055,1620,64,0.0,0.03888888888888889,1,64
tsn:W908_06155,1185,152,0.0,0.12658227848101267,2,152
tsn:W908_02165,954,202,0.0,0.31236897274633124,2,300
tsn:W908_05875,1695,150,0.0,0.08790560471976401,1,150
tsn:W908_01950,1314,150,0.0,0.11339421613394216,1,150
tsn:W908_02910,3840,150,0.0,0.038802083333333334,1,150
tsn:W908_06540,1569,150,0.0,0.09496494582536648,1,150
tsn:W908_04415,885,150,0.0,0.16836158192090395,1,150
tsn:W908_01525,2457,437,0.0,0.18192918192918192,3,450
tsn:W908_08770,1104,150,0.0,0.13496376811594202,1,150
tsn:W908_06150,897,145,0.0,0.1605351170568562,1,145
tsn:W908_00910,960,300,0.0,0.3104166666666667,2,300
tsn:W908_03370,1176,106,0.0,0.08928571428571429,1,106
tsn:W908_08135,537,150,0.0,0.2774674115456238,1,150
tsn:W908_00825,441,8,0.0,0.015873015873015872,1,8
tsn:W908_03575,759,150,0.0,0.1963109354413702,1,150
tsn:W908_05540,1404,150,0.0,0.10612535612535613,1,150
tsn:W908_03275,1653,150,0.0,0.09013914095583787,1,150
tsn:W908_06885,2619,150,0.0,0.056891943489881636,1,150
tsn:W908_02610,1266,150,0.0,0.11769352290679305,1,150
tsn:W908_02385,450,144,0.0,0.31777777777777777,1,144
tsn:W908_06700,1110,150,0.0,0.13423423423423422,1,150
tsn:W908_03675,831,136,0.0,0.1624548736462094,1,136
tsn:W908_03680,918,25,0.0,0.026143790849673203,1,25
tsn:W908_04335,1149,150,0.0,0.12967798085291557,1,150
tsn:W908_04635,1068,41,0.0,0.03745318352059925,1,41
tsn:W908_04640,1080,113,0.0,0.1037037037037037,1,113
tsn:W908_03910,2253,150,0.0,0.06613404349755882,1,150
tsn:W908_05560,450,150,0.0,0.33111111111111113,1,150
tsn:W908_02580,849,150,0.0,0.17550058892815076,1,150
tsn:W908_08045,2364,150,0.0,0.06302876480541456,1,150
tsn:W908_07820,1543,150,0.0,0.0965651328580687,1,150
tsn:W908_01980,840,150,0.0,0.1773809523809524,1,150
tsn:W908_03765,651,150,0.0,0.22887864823348694,1,150
tsn:W908_00160,1605,150,0.0,0.09283489096573208,1,150
tsn:W908_01720,1284,150,0.0,0.11604361370716511,1,150
tsn:W908_08440,2439,300,0.0,0.12218122181221812,2,300
tsn:W908_00560,1125,150,0.0,0.13244444444444445,1,150
tsn:W908_02275,1455,150,0.0,0.10240549828178694,1,150
tsn:W908_01590,528,150,0.0,0.2821969696969697,1,150
tsn:W908_07135,2001,150,0.0,0.07446276861569215,1,150
tsn:W908_03650,843,49,0.0,0.05693950177935943,1,49
tsn:W908_00855,951,150,0.0,0.15667718191377497,1,150
tsn:W908_00700,624,98,0.0,0.15544871794871795,1,98
tsn:W908_02135,1095,300,0.0,0.27214611872146116,2,300
tsn:W908_06375,555,150,0.0,0.26846846846846845,1,150
tsn:W908_06190,1947,150,0.0,0.07652799178222908,1,150
tsn:W908_07805,2909,150,0.0,0.051220350635957375,1,150
tsn:W908_05640,834,150,0.0,0.17865707434052758,1,150
tsn:W908_04265,948,150,0.0,0.1571729957805907,1,150
tsn:W908_08385,615,150,0.0,0.24227642276422764,1,150
tsn:W908_00975,1107,150,0.0,0.13459801264679314,1,150
tsn:W908_00140,1539,300,0.0,0.193632228719948,2,300
tsn:W908_07525,969,150,0.0,0.15376676986584106,1,150
tsn:W908_03410,1080,59,0.0,0.053703703703703705,1,59
tsn:W908_02050,1383,150,0.0,0.10773680404916848,1,150
tsn:W908_04170,1884,150,0.0,0.07908704883227176,1,150
tsn:W908_07350,1770,150,0.0,0.08418079096045197,1,150
tsn:W908_06395,2508,150,0.0,0.05940988835725678,1,150
tsn:W908_02020,2817,300,0.0,0.10578629747958822,2,300
tsn:W908_01710,618,150,0.0,0.24110032362459546,1,150
tsn:W908_04175,1641,150,0.0,0.09079829372333943,1,150
tsn:W908_06525,993,150,0.0,0.1500503524672709,1,150
tsn:W908_00470,2415,150,0.0,0.06169772256728778,1,150
tsn:W908_02645,1296,17,0.0,0.012345679012345678,1,17
tsn:W908_03665,2286,150,0.0,0.06517935258092739,1,150
tsn:W908_08240,1008,150,0.0,0.14781746031746032,1,150
tsn:W908_08160,1206,32,0.0,0.02570480928689884,1,32
tsn:W908_00135,675,150,0.0,0.22074074074074074,1,150
tsn:W908_00440,1230,150,0.0,0.12113821138211382,1,150
tsn:W908_03565,486,150,0.0,0.3065843621399177,1,150
tsn:W908_01785,663,150,0.0,0.22473604826546004,1,150
tsn:W908_06565,1056,149,0.0,0.14015151515151514,1,149
tsn:W908_05190,792,150,0.0,0.18813131313131312,1,150
tsn:W908_01685,720,150,0.0,0.20694444444444443,1,150
tsn:W908_07870,3432,150,0.0,0.043414918414918416,1,150
